subject_id,stimulus,trial_type,time_elapsed,gender,age,language,country,sampling,turkcode,nb_of_run,rt,responses,stim_type,rolled_OR_unrolled,A_branch_loc,A_detectors,state_OR_event,state_branch,root_1st,imdt_2nd,node_selected
3,UBAS_RB,causal-graph1,254558,male,47,english,United States of America,Right,R567007587810gxrw,1.0,16028.0,,AND_Gate,Unrolled,Bottom,Squares,Event,,B,A,nodeA25
3,UAS_RB,causal-graph1,289127,male,47,english,United States of America,Right,R567007587810gxrw,2.0,14004.0,,AND_Gate,Unrolled,Bottom,Squares,State,A,,B,nodeB8
3,UBS_RB,causal-graph1,308328,male,47,english,United States of America,Right,R567007587810gxrw,1.0,16613.0,,AND_Gate,Unrolled,Bottom,Squares,State,B,,A,nodeA30
3,UABS_RB,causal-graph1,335601,male,47,english,United States of America,Right,R567007587810gxrw,1.0,14915.0,,AND_Gate,Unrolled,Bottom,Squares,Event,,A,B,nodeB7
3,UAAS_RT,causal-graph1,358657,male,47,english,United States of America,Right,R567007587810gxrw,1.0,14407.0,,AND_Gate,Unrolled,Top,Squares,Event,,A,A,nodeA7
3,instruction,causal-graph1,361482,male,47,english,United States of America,Right,R567007587810gxrw,,,,,,,,,,,,
3,comment,survey-text,369675,male,47,english,United States of America,Right,R567007587810gxrw,,8187.0,"{""Q0"":""""}",,,,,,,,,
4,instruction,causal-graph1,31420,male,25,English,United States of America,Left,R562293107890gxrw,,,,,,,,,,,,
4,instruction,causal-graph1,41323,male,25,English,United States of America,Left,R562293107890gxrw,,,,,,,,,,,,
4,instruction,causal-graph1,82943,male,25,English,United States of America,Left,R562293107890gxrw,2.0,,,,,,,,,,,
4,instruction,causal-graph1,234867,male,25,English,United States of America,Left,R562293107890gxrw,,,,,,,,,,,,
4,instruction,causal-graph1,250616,male,25,English,United States of America,Left,R562293107890gxrw,1.0,,,,,,,,,,,
4,instruction,causal-graph1,256563,male,25,English,United States of America,Left,R562293107890gxrw,,,,,,,,,,,,
4,instruction,survey-multi-choice,283603,male,25,English,United States of America,Left,R562293107890gxrw,,,"{""Q0"":"" To decide what caused the activation of G"",""Q1"":"" A detector becomes active if it absorbs a radioactive particle or receives input from an active detector"",""Q2"":"" G becomes active if all of its inputs are active""}",,,,,,,,,
4,instruction,causal-graph1,285559,male,25,English,United States of America,Left,R562293107890gxrw,,,,,,,,,,,,
4,chainS_L,causal-graph1,317590,male,25,English,United States of America,Left,R562293107890gxrw,2.0,13172.380000003614,,ChainS,,,,,,,,nodeB19
4,UAAS_LT,causal-graph1,355809,male,25,English,United States of America,Left,R562293107890gxrw,2.0,12532.130000006873,,AND_Gate,Unrolled,Top,Squares,Event,,A,A,nodeA7
4,UBAS_LT,causal-graph1,371224,male,25,English,United States of America,Left,R562293107890gxrw,1.0,13785.459999984598,,AND_Gate,Unrolled,Top,Squares,Event,,B,A,nodeB4
4,UAS_LT,causal-graph1,396023,male,25,English,United States of America,Left,R562293107890gxrw,1.0,23058.359999966342,,AND_Gate,Unrolled,Top,Squares,State,A,,B,nodeB19
4,UABS_LB,causal-graph1,418502,male,25,English,United States of America,Left,R562293107890gxrw,1.0,21011.404999997467,,AND_Gate,Unrolled,Bottom,Squares,Event,,A,B,nodeB19
4,UBBS_LB,causal-graph1,452253,male,25,English,United States of America,Left,R562293107890gxrw,2.0,22344.200000050478,,AND_Gate,Unrolled,Bottom,Squares,Event,,B,B,nodeB2
4,UBS_LT,causal-graph1,465439,male,25,English,United States of America,Left,R562293107890gxrw,1.0,10957.3649999802,,AND_Gate,Unrolled,Top,Squares,State,B,,A,nodeA30
4,instruction,causal-graph1,465509,male,25,English,United States of America,Left,R562293107890gxrw,,,,,,,,,,,,
4,comment,survey-text,506862,male,25,English,United States of America,Left,R562293107890gxrw,,41257.97000003513,"{""Q0"":""I was a little confused when you asked which detector caused G to activate, as each detector can be activated by the detector before it. ""}",,,,,,,,,
5,instruction,causal-graph1,11543,female,33,English,United States of America,Right,R564425597290gxrw,,,,,,,,,,,,
5,instruction,causal-graph1,18686,female,33,English,United States of America,Right,R564425597290gxrw,,,,,,,,,,,,
5,instruction,causal-graph1,46049,female,33,English,United States of America,Right,R564425597290gxrw,1.0,,,,,,,,,,,
5,instruction,causal-graph1,54685,female,33,English,United States of America,Right,R564425597290gxrw,,,,,,,,,,,,
5,instruction,causal-graph1,71583,female,33,English,United States of America,Right,R564425597290gxrw,1.0,,,,,,,,,,,
5,instruction,causal-graph1,121646,female,33,English,United States of America,Right,R564425597290gxrw,,,,,,,,,,,,
5,instruction,survey-multi-choice,144450,female,33,English,United States of America,Right,R564425597290gxrw,,,"{""Q0"":"" To decide what caused the activation of G"",""Q1"":"" A detector becomes active if it absorbs a radioactive particle or receives input from an active detector"",""Q2"":"" G becomes active if all of its inputs are active""}",,,,,,,,,
5,instruction,causal-graph1,161347,female,33,English,United States of America,Right,R564425597290gxrw,,,,,,,,,,,,
5,UBAS_RT,causal-graph1,204739,female,33,English,United States of America,Right,R564425597290gxrw,1.0,41070.92999998713,,AND_Gate,Unrolled,Top,Squares,Event,,B,A,nodeB4
5,UAS_RT,causal-graph1,221648,female,33,English,United States of America,Right,R564425597290gxrw,1.0,12315.000000002328,,AND_Gate,Unrolled,Top,Squares,State,A,,B,nodeA27
5,chainS_R,causal-graph1,233696,female,33,English,United States of America,Right,R564425597290gxrw,1.0,8726.074999984121,,ChainS,,,,,,,,nodeB9
5,UABS_RB,causal-graph1,297287,female,33,English,United States of America,Right,R564425597290gxrw,1.0,17614.944999979343,,AND_Gate,Unrolled,Bottom,Squares,Event,,A,B,nodeB7
5,UBS_RB,causal-graph1,324118,female,33,English,United States of America,Right,R564425597290gxrw,1.0,19886.62000000477,,AND_Gate,Unrolled,Bottom,Squares,State,B,,A,nodeA30
5,UBBS_RT,causal-graph1,355663,female,33,English,United States of America,Right,R564425597290gxrw,1.0,27907.325000007404,,AND_Gate,Unrolled,Top,Squares,Event,,B,B,nodeA37
5,UAAS_RB,causal-graph1,368713,female,33,English,United States of America,Right,R564425597290gxrw,1.0,10975.60499998508,,AND_Gate,Unrolled,Bottom,Squares,Event,,A,A,nodeB7
5,instruction,causal-graph1,371368,female,33,English,United States of America,Right,R564425597290gxrw,,,,,,,,,,,,
5,comment,survey-text,374274,female,33,English,United States of America,Right,R564425597290gxrw,,2879.6300000103656,"{""Q0"":""""}",,,,,,,,,
6,instruction,causal-graph1,4146,female,19,english,United States of America,Right,R566015437170gxrw,,,,,,,,,,,,
6,instruction,causal-graph1,6792,female,19,english,United States of America,Right,R566015437170gxrw,,,,,,,,,,,,
6,instruction,causal-graph1,16747,female,19,english,United States of America,Right,R566015437170gxrw,1.0,,,,,,,,,,,
6,instruction,causal-graph1,21971,female,19,english,United States of America,Right,R566015437170gxrw,,,,,,,,,,,,
6,instruction,causal-graph1,32337,female,19,english,United States of America,Right,R566015437170gxrw,1.0,,,,,,,,,,,
6,instruction,causal-graph1,36370,female,19,english,United States of America,Right,R566015437170gxrw,,,,,,,,,,,,
6,instruction,survey-multi-choice,54953,female,19,english,United States of America,Right,R566015437170gxrw,,,"{""Q0"":"" To decide what caused the activation of G"",""Q1"":"" A detector becomes active if it absorbs a radioactive particle"",""Q2"":"" G becomes active if all of its inputs are active""}",,,,,,,,,
6,instruction,causal-graph1,57342,female,19,english,United States of America,Right,R566015437170gxrw,,,,,,,,,,,,
6,instruction,causal-graph1,58789,female,19,english,United States of America,Right,R566015437170gxrw,,,,,,,,,,,,
6,instruction,causal-graph1,60046,female,19,english,United States of America,Right,R566015437170gxrw,,,,,,,,,,,,
6,instruction,causal-graph1,73153,female,19,english,United States of America,Right,R566015437170gxrw,1.0,,,,,,,,,,,
6,instruction,causal-graph1,80384,female,19,english,United States of America,Right,R566015437170gxrw,,,,,,,,,,,,
6,instruction,causal-graph1,87305,female,19,english,United States of America,Right,R566015437170gxrw,1.0,,,,,,,,,,,
6,instruction,causal-graph1,91508,female,19,english,United States of America,Right,R566015437170gxrw,,,,,,,,,,,,
6,instruction,survey-multi-choice,106861,female,19,english,United States of America,Right,R566015437170gxrw,,,"{""Q0"":"" To decide what caused the activation of G"",""Q1"":"" A detector becomes active if it absorbs a radioactive particle or receives input from an active detector"",""Q2"":"" G becomes active if all of its inputs are active""}",,,,,,,,,
6,instruction,causal-graph1,107999,female,19,english,United States of America,Right,R566015437170gxrw,,,,,,,,,,,,
6,UAAS_RT,causal-graph1,134653,female,19,english,United States of America,Right,R566015437170gxrw,2.0,11361.475000012431,,AND_Gate,Unrolled,Top,Squares,Event,,A,A,nodeA19
6,UABS_RT,causal-graph1,148488,female,19,english,United States of America,Right,R566015437170gxrw,1.0,11968.060000013791,,AND_Gate,Unrolled,Top,Squares,Event,,A,B,nodeA40
6,UBBS_RT,causal-graph1,158831,female,19,english,United States of America,Right,R566015437170gxrw,1.0,9263.489999982994,,AND_Gate,Unrolled,Top,Squares,Event,,B,B,nodeB7
6,UBS_RT,causal-graph1,171965,female,19,english,United States of America,Right,R566015437170gxrw,1.0,11788.795000000393,,AND_Gate,Unrolled,Top,Squares,State,B,,A,nodeB20
6,chainS_R,causal-graph1,181965,female,19,english,United States of America,Right,R566015437170gxrw,1.0,8505.340000003343,,ChainS,,,,,,,,nodeB9
6,UBAS_RB,causal-graph1,192949,female,19,english,United States of America,Right,R566015437170gxrw,1.0,9837.330000009388,,AND_Gate,Unrolled,Bottom,Squares,Event,,B,A,nodeB14
6,UAS_RT,causal-graph1,206959,female,19,english,United States of America,Right,R566015437170gxrw,1.0,12747.789999993984,,AND_Gate,Unrolled,Top,Squares,State,A,,B,nodeA41
6,instruction,causal-graph1,208219,female,19,english,United States of America,Right,R566015437170gxrw,,,,,,,,,,,,
6,comment,survey-text,210633,female,19,english,United States of America,Right,R566015437170gxrw,,2385.680000006687,"{""Q0"":""""}",,,,,,,,,
7,instruction,causal-graph1,6637,female,64,English,United States of America,Left,R565225457430gxrw,,,,,,,,,,,,
7,instruction,causal-graph1,11927,female,64,English,United States of America,Left,R565225457430gxrw,,,,,,,,,,,,
7,instruction,causal-graph1,35232,female,64,English,United States of America,Left,R565225457430gxrw,2.0,,,,,,,,,,,
7,instruction,causal-graph1,44257,female,64,English,United States of America,Left,R565225457430gxrw,,,,,,,,,,,,
7,instruction,causal-graph1,57131,female,64,English,United States of America,Left,R565225457430gxrw,1.0,,,,,,,,,,,
7,instruction,causal-graph1,62079,female,64,English,United States of America,Left,R565225457430gxrw,,,,,,,,,,,,
7,instruction,survey-multi-choice,77758,female,64,English,United States of America,Left,R565225457430gxrw,,,"{""Q0"":"" To decide what caused the activation of G"",""Q1"":"" A detector becomes active if it absorbs a radioactive particle"",""Q2"":"" G becomes active if all of its inputs are active""}",,,,,,,,,
7,instruction,causal-graph1,79973,female,64,English,United States of America,Left,R565225457430gxrw,,,,,,,,,,,,
7,instruction,causal-graph1,82603,female,64,English,United States of America,Left,R565225457430gxrw,,,,,,,,,,,,
7,instruction,causal-graph1,85133,female,64,English,United States of America,Left,R565225457430gxrw,,,,,,,,,,,,
7,instruction,causal-graph1,102806,female,64,English,United States of America,Left,R565225457430gxrw,1.0,,,,,,,,,,,
7,instruction,causal-graph1,109538,female,64,English,United States of America,Left,R565225457430gxrw,,,,,,,,,,,,
7,instruction,causal-graph1,119802,female,64,English,United States of America,Left,R565225457430gxrw,1.0,,,,,,,,,,,
7,instruction,causal-graph1,126237,female,64,English,United States of America,Left,R565225457430gxrw,,,,,,,,,,,,
7,instruction,survey-multi-choice,145018,female,64,English,United States of America,Left,R565225457430gxrw,,,"{""Q0"":"" To decide what caused the activation of G"",""Q1"":"" A detector becomes active if it absorbs a radioactive particle or receives input from an active detector"",""Q2"":"" G becomes active if all of its inputs are active""}",,,,,,,,,
7,instruction,causal-graph1,147634,female,64,English,United States of America,Left,R565225457430gxrw,,,,,,,,,,,,
7,UAS_LB,causal-graph1,169361,female,64,English,United States of America,Left,R565225457430gxrw,1.0,19507.57000001613,,AND_Gate,Unrolled,Bottom,Squares,State,A,,B,nodeA27
7,UBBS_LB,causal-graph1,183488,female,64,English,United States of America,Left,R565225457430gxrw,1.0,11984.040000010284,,AND_Gate,Unrolled,Bottom,Squares,Event,,B,B,nodeB2
7,UBAS_LB,causal-graph1,198160,female,64,English,United States of America,Left,R565225457430gxrw,1.0,12516.135000041688,,AND_Gate,Unrolled,Bottom,Squares,Event,,B,A,nodeA25
7,chainS_L,causal-graph1,214832,female,64,English,United States of America,Left,R565225457430gxrw,1.0,12404.189999913797,,ChainS,,,,,,,,nodeB9
7,UBS_LB,causal-graph1,228553,female,64,English,United States of America,Left,R565225457430gxrw,1.0,11653.400000068359,,AND_Gate,Unrolled,Bottom,Squares,State,B,,A,nodeA30
7,UABS_LB,causal-graph1,248056,female,64,English,United States of America,Left,R565225457430gxrw,1.0,16938.319999957457,,AND_Gate,Unrolled,Bottom,Squares,Event,,A,B,nodeB7
7,UAAS_LB,causal-graph1,264029,female,64,English,United States of America,Left,R565225457430gxrw,1.0,13465.314999921247,,AND_Gate,Unrolled,Bottom,Squares,Event,,A,A,nodeA41
7,instruction,causal-graph1,266087,female,64,English,United States of America,Left,R565225457430gxrw,,,,,,,,,,,,
7,comment,survey-text,268869,female,64,English,United States of America,Left,R565225457430gxrw,,2769.670000066981,"{""Q0"":""""}",,,,,,,,,
8,instruction,causal-graph1,5736,female,25,English,United States of America,Left,R564891937510gxrw,,,,,,,,,,,,
8,instruction,causal-graph1,14027,female,25,English,United States of America,Left,R564891937510gxrw,,,,,,,,,,,,
8,instruction,causal-graph1,36392,female,25,English,United States of America,Left,R564891937510gxrw,2.0,,,,,,,,,,,
8,instruction,causal-graph1,54860,female,25,English,United States of America,Left,R564891937510gxrw,,,,,,,,,,,,
8,instruction,causal-graph1,80251,female,25,English,United States of America,Left,R564891937510gxrw,1.0,,,,,,,,,,,
8,instruction,causal-graph1,89792,female,25,English,United States of America,Left,R564891937510gxrw,,,,,,,,,,,,
8,instruction,survey-multi-choice,326053,female,25,English,United States of America,Left,R564891937510gxrw,,,"{""Q0"":"" To decide what caused the activation of G"",""Q1"":"" A detector becomes active if it receives input from an active detector"",""Q2"":"" G becomes active if all of its inputs are active""}",,,,,,,,,
8,instruction,causal-graph1,329334,female,25,English,United States of America,Left,R564891937510gxrw,,,,,,,,,,,,
8,instruction,causal-graph1,332149,female,25,English,United States of America,Left,R564891937510gxrw,,,,,,,,,,,,
8,instruction,causal-graph1,334798,female,25,English,United States of America,Left,R564891937510gxrw,,,,,,,,,,,,
8,instruction,causal-graph1,355134,female,25,English,United States of America,Left,R564891937510gxrw,1.0,,,,,,,,,,,
8,instruction,causal-graph1,362468,female,25,English,United States of America,Left,R564891937510gxrw,,,,,,,,,,,,
8,instruction,causal-graph1,377234,female,25,English,United States of America,Left,R564891937510gxrw,1.0,,,,,,,,,,,
8,instruction,causal-graph1,390778,female,25,English,United States of America,Left,R564891937510gxrw,,,,,,,,,,,,
8,instruction,survey-multi-choice,414375,female,25,English,United States of America,Left,R564891937510gxrw,,,"{""Q0"":"" To decide what caused the activation of G"",""Q1"":"" A detector becomes active if it absorbs a radioactive particle or receives input from an active detector"",""Q2"":"" G becomes active if all of its inputs are active""}",,,,,,,,,
8,instruction,causal-graph1,1083193,female,25,English,United States of America,Left,R564891937510gxrw,,,,,,,,,,,,
8,UABS_LT,causal-graph1,1107650,female,25,English,United States of America,Left,R564891937510gxrw,1.0,21732.42000000039,,AND_Gate,Unrolled,Top,Squares,Event,,A,B,nodeA7
8,UBBS_LT,causal-graph1,1125849,female,25,English,United States of America,Left,R564891937510gxrw,1.0,11055.775000000604,,AND_Gate,Unrolled,Top,Squares,Event,,B,B,nodeB2
8,UAAS_LB,causal-graph1,1141401,female,25,English,United States of America,Left,R564891937510gxrw,1.0,14431.979999999285,,AND_Gate,Unrolled,Bottom,Squares,Event,,A,A,nodeA7
8,chainS_L,causal-graph1,1158758,female,25,English,United States of America,Left,R564891937510gxrw,1.0,13427.315000000877,,ChainS,,,,,,,,nodeB9
8,UAS_LT,causal-graph1,1172946,female,25,English,United States of America,Left,R564891937510gxrw,1.0,13032.25500000012,,AND_Gate,Unrolled,Top,Squares,State,A,,B,nodeA27
8,UBAS_LB,causal-graph1,1186523,female,25,English,United States of America,Left,R564891937510gxrw,1.0,11963.514999999432,,AND_Gate,Unrolled,Bottom,Squares,Event,,B,A,nodeB4
8,UBS_LB,causal-graph1,1202904,female,25,English,United States of America,Left,R564891937510gxrw,1.0,14734.590000000084,,AND_Gate,Unrolled,Bottom,Squares,State,B,,A,nodeB8
8,instruction,causal-graph1,1205462,female,25,English,United States of America,Left,R564891937510gxrw,,,,,,,,,,,,
8,comment,survey-text,1212827,female,25,English,United States of America,Left,R564891937510gxrw,,7342.464999999851,"{""Q0"":""""}",,,,,,,,,
9,instruction,causal-graph1,7411,female,35,english,United States of America,Right,R564914717360gxrw,,,,,,,,,,,,
9,instruction,causal-graph1,13768,female,35,english,United States of America,Right,R564914717360gxrw,,,,,,,,,,,,
9,instruction,causal-graph1,33127,female,35,english,United States of America,Right,R564914717360gxrw,2.0,,,,,,,,,,,
9,instruction,causal-graph1,62616,female,35,english,United States of America,Right,R564914717360gxrw,,,,,,,,,,,,
9,instruction,causal-graph1,79547,female,35,english,United States of America,Right,R564914717360gxrw,1.0,,,,,,,,,,,
9,instruction,causal-graph1,84831,female,35,english,United States of America,Right,R564914717360gxrw,,,,,,,,,,,,
9,instruction,survey-multi-choice,109803,female,35,english,United States of America,Right,R564914717360gxrw,,,"{""Q0"":"" To decide what caused the activation of G"",""Q1"":"" A detector becomes active if it absorbs a radioactive particle or receives input from an active detector"",""Q2"":"" G becomes active if it absorbs a radioactive particle""}",,,,,,,,,
9,instruction,causal-graph1,112572,female,35,english,United States of America,Right,R564914717360gxrw,,,,,,,,,,,,
9,instruction,causal-graph1,115531,female,35,english,United States of America,Right,R564914717360gxrw,,,,,,,,,,,,
9,instruction,causal-graph1,117574,female,35,english,United States of America,Right,R564914717360gxrw,,,,,,,,,,,,
9,instruction,causal-graph1,128865,female,35,english,United States of America,Right,R564914717360gxrw,1.0,,,,,,,,,,,
9,instruction,causal-graph1,151927,female,35,english,United States of America,Right,R564914717360gxrw,,,,,,,,,,,,
9,instruction,causal-graph1,168667,female,35,english,United States of America,Right,R564914717360gxrw,1.0,,,,,,,,,,,
9,instruction,causal-graph1,171226,female,35,english,United States of America,Right,R564914717360gxrw,,,,,,,,,,,,
9,instruction,survey-multi-choice,202404,female,35,english,United States of America,Right,R564914717360gxrw,,,"{""Q0"":"" To decide what caused the activation of G"",""Q1"":"" A detector becomes active if it absorbs a radioactive particle"",""Q2"":"" G becomes active if all of its inputs are active""}",,,,,,,,,
9,instruction,causal-graph1,204601,female,35,english,United States of America,Right,R564914717360gxrw,,,,,,,,,,,,
9,instruction,causal-graph1,206832,female,35,english,United States of America,Right,R564914717360gxrw,,,,,,,,,,,,
9,instruction,causal-graph1,209273,female,35,english,United States of America,Right,R564914717360gxrw,,,,,,,,,,,,
9,instruction,causal-graph1,218241,female,35,english,United States of America,Right,R564914717360gxrw,1.0,,,,,,,,,,,
9,instruction,causal-graph1,219582,female,35,english,United States of America,Right,R564914717360gxrw,,,,,,,,,,,,
9,instruction,causal-graph1,224863,female,35,english,United States of America,Right,R564914717360gxrw,1.0,,,,,,,,,,,
9,instruction,causal-graph1,226006,female,35,english,United States of America,Right,R564914717360gxrw,,,,,,,,,,,,
9,instruction,survey-multi-choice,237568,female,35,english,United States of America,Right,R564914717360gxrw,,,"{""Q0"":"" To find out if the Gauge of Critical Moment (G) is activated or not"",""Q1"":"" A detector becomes active if it absorbs a radioactive particle"",""Q2"":"" G becomes active if all of its inputs are active""}",,,,,,,,,
9,instruction,causal-graph1,239030,female,35,english,United States of America,Right,R564914717360gxrw,,,,,,,,,,,,
9,instruction,causal-graph1,242220,female,35,english,United States of America,Right,R564914717360gxrw,,,,,,,,,,,,
9,instruction,causal-graph1,244580,female,35,english,United States of America,Right,R564914717360gxrw,,,,,,,,,,,,
9,instruction,causal-graph1,250503,female,35,english,United States of America,Right,R564914717360gxrw,1.0,,,,,,,,,,,
9,instruction,causal-graph1,251136,female,35,english,United States of America,Right,R564914717360gxrw,,,,,,,,,,,,
9,instruction,causal-graph1,256091,female,35,english,United States of America,Right,R564914717360gxrw,1.0,,,,,,,,,,,
9,instruction,causal-graph1,260715,female,35,english,United States of America,Right,R564914717360gxrw,,,,,,,,,,,,
9,instruction,survey-multi-choice,303352,female,35,english,United States of America,Right,R564914717360gxrw,,,"{""Q0"":"" To find out if the Gauge of Critical Moment (G) is activated or not"",""Q1"":"" A detector becomes active if it absorbs a radioactive particle or receives input from an active detector"",""Q2"":"" G becomes active if all of its inputs are active""}",,,,,,,,,
9,instruction,causal-graph1,304794,female,35,english,United States of America,Right,R564914717360gxrw,,,,,,,,,,,,
9,instruction,causal-graph1,322095,female,35,english,United States of America,Right,R564914717360gxrw,,,,,,,,,,,,
